DateTime,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11
2004-01-06 09:30:00,43,32,33,42,37,37,38,39,37,37,34
2004-01-06 10:30:00,45,33,38,44,39,40,41,43,38,41,34
2004-01-06 11:30:00,44,34,40,45,40,41,43,45,39,42,34
2004-01-06 12:30:00,45,35,39,47,41,42,45,46,42,44,34
2004-01-06 13:30:00,46,33,40,48,40,43,45,46,41,44,35
2004-01-06 14:30:00,46,33,40,48,41,43,44,46,41,44,35
2004-01-06 15:30:00,46,33,41,48,41,44,44,47,40,44,33
2004-01-06 16:30:00,45,32,40,47,40,42,41,45,38,43,31
2004-01-06 17:30:00,39,28,36,44,38,39,40,43,35,40,26
2004-01-06 18:30:00,39,26,37,41,35,37,37,40,33,37,25
2004-01-06 19:30:00,39,24,36,40,33,35,33,38,30,34,23
2004-01-06 20:30:00,38,22,32,39,31,32,30,35,28,31,20
2004-01-06 21:30:00,36,21,29,37,28,30,29,33,27,30,20
2004-01-06 22:30:00,32,20,28,35,27,28,27,31,26,28,19
2004-01-06 23:30:00,32,19,27,33,26,27,27,29,25,27,18
2004-01-07 00:30:00,30,18,25,30,24,25,25,28,24,25,18
2004-01-07 01:30:00,29,18,25,29,24,25,23,26,22,25,18
2004-01-07 02:30:00,28,17,23,28,23,24,23,26,22,23,17
2004-01-07 03:30:00,28,17,22,27,22,23,21,22,20,22,17
2004-01-07 04:30:00,28,16,22,25,22,22,21,22,20,21,15
2004-01-07 05:30:00,26,15,21,24,22,22,21,21,19,21,15
2004-01-07 06:30:00,26,15,20,23,20,21,20,21,19,20,15
2004-01-07 07:30:00,26,15,20,22,20,20,19,19,19,19,15
2004-01-07 08:30:00,26,15,20,22,20,20,20,21,19,20,13
2004-01-07 09:30:00,28,16,20,25,22,23,22,24,22,23,16
2004-01-07 10:30:00,28,18,22,27,23,24,25,27,24,25,18
2004-01-07 11:30:00,29,20,24,29,24,27,27,29,26,27,21
2004-01-07 12:30:00,29,23,25,31,25,29,28,30,27,29,24
2004-01-07 13:30:00,31,24,27,33,27,31,30,33,29,31,26
2004-01-07 14:30:00,31,26,27,34,27,32,32,33,31,33,28
2004-01-07 15:30:00,31,26,28,35,28,33,33,34,32,34,28
2004-01-07 16:30:00,31,27,28,34,28,32,33,33,32,33,27
2004-01-07 17:30:00,30,26,28,32,28,32,30,30,31,32,25
2004-01-07 18:30:00,30,24,26,31,26,30,27,29,29,30,24
2004-01-07 19:30:00,30,23,24,30,26,29,26,28,27,29,23
2004-01-07 20:30:00,29,23,24,29,25,29,25,27,25,28,23
2004-01-07 21:30:00,31,22,26,28,24,28,23,26,22,28,21
2004-01-07 22:30:00,30,22,22,27,24,27,22,24,23,27,20
2004-01-07 23:30:00,30,22,20,27,23,27,21,22,22,26,20
2004-01-08 00:30:00,29,22,21,25,23,25,21,21,24,25,19
2004-01-08 01:30:00,26,22,20,26,24,26,21,25,24,26,20
2004-01-08 02:30:00,24,21,20,25,23,25,20,26,22,26,19
2004-01-08 03:30:00,22,21,19,22,24,26,20,25,21,26,19
2004-01-08 04:30:00,22,22,18,20,24,27,21,25,23,27,19
2004-01-08 05:30:00,22,21,20,23,25,25,20,25,21,26,18
2004-01-08 06:30:00,24,18,19,23,26,25,20,25,20,25,18
2004-01-08 07:30:00,22,18,20,19,25,25,20,19,21,24,17
2004-01-08 08:30:00,25,19,19,22,25,24,21,20,21,24,18
2004-01-08 09:30:00,31,22,21,29,28,28,24,29,25,28,22
2004-01-08 10:30:00,35,25,28,33,30,31,29,33,29,32,25
2004-01-08 11:30:00,37,27,31,35,32,34,34,35,32,35,27
2004-01-08 12:30:00,37,29,31,36,31,35,34,36,34,36,31
2004-01-08 13:30:00,36,30,33,38,32,35,36,37,34,36,31
2004-01-08 14:30:00,36,30,33,38,33,35,37,37,35,36,32
2004-01-08 15:30:00,35,31,33,38,33,35,37,38,35,36,32
2004-01-08 16:30:00,35,32,33,38,32,35,36,39,35,35,33
2004-01-08 17:30:00,34,32,32,37,31,34,36,37,34,33,33
2004-01-08 18:30:00,35,29,31,35,31,31,34,35,33,32,29
2004-01-08 19:30:00,35,28,31,35,31,30,34,31,33,30,29
2004-01-08 20:30:00,37,27,29,35,30,30,30,31,31,30,29
2004-01-08 21:30:00,35,27,30,32,30,30,31,30,32,30,29
2004-01-08 22:30:00,35,27,30,31,30,30,30,30,31,30,29
2004-01-08 23:30:00,34,27,32,30,30,30,30,30,31,30,29
2004-01-09 00:30:00,33,28,31,30,31,30,30,30,31,30,29
2004-01-09 01:30:00,33,28,31,31,31,30,30,30,30,30,29
2004-01-09 02:30:00,32,27,31,32,31,30,30,30,31,30,27
2004-01-09 03:30:00,31,27,31,32,31,30,30,30,30,30,27
2004-01-09 04:30:00,31,27,31,32,31,30,30,30,30,30,27
2004-01-09 05:30:00,32,26,30,32,31,30,30,30,30,30,27
2004-01-09 06:30:00,31,26,29,32,29,29,30,30,30,30,27
2004-01-09 07:30:00,31,26,29,32,29,30,29,30,29,30,27
2004-01-09 08:30:00,31,26,30,31,28,29,29,30,29,29,27
2004-01-09 09:30:00,33,27,29,31,28,30,30,30,30,30,27
2004-01-09 10:30:00,31,27,30,32,30,30,30,31,30,31,27
2004-01-09 11:30:00,31,28,30,32,31,32,32,33,30,32,27
2004-01-09 12:30:00,33,29,30,33,31,32,31,33,30,32,28
2004-01-09 13:30:00,34,30,31,33,31,32,32,33,31,33,28
2004-01-09 14:30:00,33,29,31,34,31,32,30,34,30,32,28
2004-01-09 15:30:00,33,29,30,34,29,32,32,32,32,32,28
2004-01-09 16:30:00,33,28,30,33,28,31,30,32,30,31,28
2004-01-09 17:30:00,31,28,29,32,26,31,30,32,29,31,28
2004-01-09 18:30:00,31,26,27,32,24,31,29,30,26,30,27
2004-01-09 19:30:00,31,26,25,32,23,30,28,30,28,29,26
2004-01-09 20:30:00,30,25,23,31,20,29,28,30,27,29,24
2004-01-09 21:30:00,29,24,22,31,20,28,28,28,25,27,21
2004-01-09 22:30:00,27,24,20,31,18,28,25,28,23,27,19
2004-01-09 23:30:00,26,23,18,31,17,27,23,28,21,27,19
2004-01-10 00:30:00,24,21,16,29,15,27,21,27,18,26,17
2004-01-10 01:30:00,22,18,16,27,14,26,20,25,18,25,14
2004-01-10 02:30:00,21,17,14,26,12,25,18,23,15,24,13
2004-01-10 03:30:00,20,14,12,24,11,23,16,21,14,21,10
2004-01-10 04:30:00,19,13,11,22,10,22,14,19,13,21,10
2004-01-10 05:30:00,19,12,11,22,10,20,14,19,12,19,9
2004-01-10 06:30:00,17,12,9,21,8,19,14,19,12,18,9
2004-01-10 07:30:00,17,11,9,19,8,17,12,18,11,16,8
2004-01-10 08:30:00,15,10,8,19,8,17,12,18,11,16,8
2004-01-10 09:30:00,15,9,9,19,9,17,12,18,11,16,7
2004-01-10 10:30:00,19,13,9,20,10,19,14,18,13,18,10
2004-01-10 11:30:00,19,14,11,21,12,20,18,21,17,19,12
2004-01-10 12:30:00,19,17,13,23,14,22,19,22,18,21,14
2004-01-10 13:30:00,22,18,14,24,15,23,20,24,19,23,16
2004-01-10 14:30:00,22,20,17,25,16,24,21,24,20,24,17
2004-01-10 15:30:00,20,21,17,25,17,24,23,25,21,24,18
2004-01-10 16:30:00,20,21,17,24,17,24,22,24,21,24,18
2004-01-10 17:30:00,20,20,17,23,16,24,19,22,19,24,18
2004-01-10 18:30:00,18,18,15,20,15,21,18,19,17,20,15
2004-01-10 19:30:00,18,15,14,18,13,19,16,18,15,17,11
2004-01-10 20:30:00,18,11,13,19,13,17,14,18,11,16,9
2004-01-10 21:30:00,18,9,12,18,13,17,12,16,11,14,7
2004-01-10 22:30:00,18,8,12,17,12,15,12,16,10,14,5
2004-01-10 23:30:00,18,7,11,16,12,14,12,13,9,12,5
2004-01-11 00:30:00,18,5,10,14,12,13,11,12,9,11,3
2004-01-11 01:30:00,18,4,10,13,11,11,11,11,7,8,3
2004-01-11 02:30:00,16,3,11,12,11,11,11,10,7,8,1
2004-01-11 03:30:00,15,3,10,12,10,9,10,9,7,7,1
2004-01-11 04:30:00,15,3,9,12,10,9,11,9,7,6,1
2004-01-11 05:30:00,15,2,9,12,10,9,11,9,5,7,1
2004-01-11 06:30:00,13,2,9,12,9,8,10,9,6,6,1
2004-01-11 07:30:00,15,2,9,11,9,7,10,9,5,5,1
2004-01-11 08:30:00,16,4,8,12,9,8,10,9,7,6,1
2004-01-11 09:30:00,21,8,10,17,14,14,16,17,13,13,6
2004-01-11 10:30:00,26,13,17,22,18,19,19,22,18,19,13
2004-01-11 11:30:00,27,17,19,25,20,22,24,26,23,22,19
2004-01-11 12:30:00,27,21,22,26,24,25,27,27,26,26,24
2004-01-11 13:30:00,28,25,24,28,25,28,28,29,27,28,27
2004-01-11 14:30:00,28,28,26,29,27,30,29,29,29,29,31
2004-01-11 15:30:00,28,30,27,30,27,31,31,31,30,31,31
2004-01-11 16:30:00,28,31,27,31,27,33,30,31,30,32,31
2004-01-11 17:30:00,28,31,26,29,26,30,29,29,30,30,33
2004-01-11 18:30:00,26,30,26,28,26,29,28,27,30,29,33
2004-01-11 19:30:00,26,30,24,28,24,28,27,27,29,28,33
2004-01-11 20:30:00,27,28,25,28,26,26,28,27,29,27,32
2004-01-11 21:30:00,28,30,25,27,26,27,28,27,30,28,31
2004-01-11 22:30:00,28,31,27,27,28,28,29,27,30,29,31
2004-01-11 23:30:00,28,30,28,27,29,28,29,28,30,29,30
2004-01-12 00:30:00,28,34,29,28,30,28,29,28,29,29,35
2004-01-12 01:30:00,30,33,30,29,30,29,31,28,30,30,35
2004-01-12 02:30:00,30,32,30,30,30,29,32,30,32,30,36
2004-01-12 03:30:00,32,33,31,31,31,30,32,31,32,31,36
2004-01-12 04:30:00,34,34,31,31,31,31,33,30,32,32,36
2004-01-12 05:30:00,34,34,32,31,31,32,33,31,32,33,36
2004-01-12 06:30:00,34,33,32,32,31,31,33,32,32,32,36
2004-01-12 07:30:00,35,32,31,33,31,32,32,33,31,33,36
2004-01-12 08:30:00,36,32,31,33,29,32,34,33,32,33,36
2004-01-12 09:30:00,39,39,31,36,33,38,37,38,34,38,40
2004-01-12 10:30:00,43,42,35,41,37,42,43,43,39,43,44
2004-01-12 11:30:00,46,44,38,46,41,46,48,50,46,47,48
2004-01-12 12:30:00,49,47,42,49,44,51,53,50,51,51,50
2004-01-12 13:30:00,51,49,46,54,46,53,54,54,52,54,51
2004-01-12 14:30:00,53,50,50,56,49,56,56,55,54,55,52
2004-01-12 15:30:00,53,50,50,57,49,57,57,57,55,57,50
2004-01-12 16:30:00,52,50,48,57,46,56,55,57,55,56,49
2004-01-12 17:30:00,49,47,47,54,46,54,54,54,51,55,44
2004-01-12 18:30:00,45,45,45,50,44,50,50,49,48,50,44
2004-01-12 19:30:00,43,42,44,48,45,47,48,46,47,47,44
2004-01-12 20:30:00,43,39,44,45,45,46,43,38,43,44,41
2004-01-12 21:30:00,44,42,42,41,45,47,40,35,40,45,41
2004-01-12 22:30:00,41,42,44,38,44,42,37,35,40,40,41
2004-01-12 23:30:00,38,41,44,35,44,40,38,32,36,36,40
2004-01-13 00:30:00,34,48,40,31,42,43,36,30,38,39,39
2004-01-13 01:30:00,30,48,39,30,42,43,33,27,33,38,37
2004-01-13 02:30:00,28,45,38,29,40,42,32,27,30,37,36
2004-01-13 03:30:00,28,39,35,28,35,40,30,26,30,35,36
2004-01-13 04:30:00,29,39,37,28,35,37,27,27,29,33,37
2004-01-13 05:30:00,29,37,33,28,36,39,27,30,28,35,37
2004-01-13 06:30:00,31,37,31,28,31,39,33,27,33,34,36
2004-01-13 07:30:00,31,43,33,26,32,42,34,30,32,37,36
2004-01-13 08:30:00,36,46,34,29,33,45,37,34,33,42,35
2004-01-13 09:30:00,43,40,36,39,40,43,43,41,40,43,41
2004-01-13 10:30:00,47,43,40,46,42,46,45,46,45,46,44
2004-01-13 11:30:00,49,45,46,52,44,51,52,53,51,52,48
2004-01-13 12:30:00,49,47,47,55,49,54,54,54,53,54,50
2004-01-13 13:30:00,53,49,49,58,50,56,55,57,56,56,49
2004-01-13 14:30:00,54,49,50,58,50,58,57,57,55,58,48
2004-01-13 15:30:00,55,48,51,59,48,58,58,58,55,58,47
2004-01-13 16:30:00,54,47,49,58,47,58,56,58,54,58,44
2004-01-13 17:30:00,52,45,47,56,44,55,51,56,48,55,42
2004-01-13 18:30:00,48,43,44,51,42,52,47,52,43,53,39
2004-01-13 19:30:00,44,42,39,50,41,50,46,51,42,51,37
2004-01-13 20:30:00,41,39,38,49,38,48,41,48,40,48,35
2004-01-13 21:30:00,39,37,37,45,35,46,38,43,40,45,33
2004-01-13 22:30:00,39,36,34,42,34,44,36,39,35,41,35
2004-01-13 23:30:00,38,31,34,37,33,39,35,31,33,35,34
2004-01-14 00:30:00,36,33,31,37,30,38,34,31,33,36,31
2004-01-14 01:30:00,34,30,30,36,29,35,32,32,30,35,29
2004-01-14 02:30:00,34,27,28,35,27,32,30,31,29,31,28
2004-01-14 03:30:00,32,26,27,31,25,30,29,26,28,27,26
2004-01-14 04:30:00,30,25,26,28,24,29,28,23,26,28,25
2004-01-14 05:30:00,30,23,24,26,23,27,27,22,25,26,24
2004-01-14 06:30:00,29,24,23,26,21,26,25,21,23,24,24
2004-01-14 07:30:00,27,22,22,23,21,25,22,20,22,24,21
2004-01-14 08:30:00,29,22,20,25,20,25,25,21,23,23,23
2004-01-14 09:30:00,31,27,22,33,23,32,29,32,28,31,27
2004-01-14 10:30:00,35,31,24,36,24,35,31,36,32,35,31
2004-01-14 11:30:00,36,32,25,38,24,36,34,37,33,37,33
2004-01-14 12:30:00,37,34,27,40,25,39,36,39,35,39,34
2004-01-14 13:30:00,37,37,27,42,26,41,36,41,35,41,36
2004-01-14 14:30:00,37,40,28,43,28,43,38,42,37,43,37
2004-01-14 15:30:00,35,41,29,43,27,45,39,44,38,44,38
2004-01-14 16:30:00,35,42,27,43,25,45,38,43,38,44,39
2004-01-14 17:30:00,34,40,26,41,24,43,38,41,38,43,38
2004-01-14 18:30:00,33,38,26,38,26,41,34,38,36,40,37
2004-01-14 19:30:00,32,35,26,36,26,36,31,34,34,36,37
2004-01-14 20:30:00,32,36,28,35,28,34,30,31,34,35,39
2004-01-14 21:30:00,34,37,28,32,29,35,31,35,33,36,38
2004-01-14 22:30:00,36,36,30,34,30,35,31,35,32,36,38
2004-01-14 23:30:00,38,37,30,35,32,37,32,34,33,37,38
2004-01-15 00:30:00,39,38,32,36,33,37,32,35,33,38,38
2004-01-15 01:30:00,40,37,34,38,35,39,33,37,31,40,35
2004-01-15 02:30:00,40,39,35,38,36,40,34,37,32,39,41
2004-01-15 03:30:00,42,42,34,39,35,43,34,39,32,42,41
2004-01-15 04:30:00,42,40,33,39,33,43,34,37,31,42,39
2004-01-15 05:30:00,40,39,32,41,31,44,34,43,30,43,37
2004-01-15 06:30:00,39,38,31,43,26,45,34,41,32,41,35
2004-01-15 07:30:00,38,36,28,42,23,43,35,39,32,43,33
2004-01-15 08:30:00,38,34,24,40,20,43,32,37,31,42,33
2004-01-15 09:30:00,36,34,22,40,19,43,31,39,31,42,31
2004-01-15 10:30:00,32,34,22,41,19,43,32,39,32,43,30
2004-01-15 11:30:00,32,34,21,42,20,44,35,38,35,43,33
2004-01-15 12:30:00,32,36,24,40,22,45,36,38,36,44,34
2004-01-15 13:30:00,31,36,26,40,24,45,37,40,38,44,35
2004-01-15 14:30:00,31,36,26,40,26,44,38,39,39,44,35
2004-01-15 15:30:00,31,35,27,40,26,44,39,39,39,44,35
2004-01-15 16:30:00,31,34,26,40,26,44,40,42,39,44,33
2004-01-15 17:30:00,29,33,25,37,24,41,37,41,36,42,31
2004-01-15 18:30:00,28,31,24,31,23,38,34,34,34,39,30
2004-01-15 19:30:00,29,29,23,29,22,38,32,30,32,36,28
2004-01-15 20:30:00,28,28,23,28,22,36,30,27,30,34,26
2004-01-15 21:30:00,28,27,22,26,21,35,28,26,29,33,25
2004-01-15 22:30:00,30,26,21,25,21,34,27,29,28,33,24
2004-01-15 23:30:00,29,25,22,24,20,33,27,23,28,31,22
2004-01-16 00:30:00,28,24,20,23,17,33,25,26,26,31,22
2004-01-16 01:30:00,27,22,18,26,15,31,23,27,24,29,20
2004-01-16 02:30:00,25,21,16,27,13,30,22,26,22,29,18
2004-01-16 03:30:00,23,20,15,25,13,29,20,22,20,27,18
2004-01-16 04:30:00,23,18,14,24,13,27,20,21,19,25,16
2004-01-16 05:30:00,21,17,14,23,13,27,18,19,18,23,16
2004-01-16 06:30:00,21,18,14,22,13,26,18,19,16,23,15
2004-01-16 07:30:00,21,17,14,21,13,25,18,18,15,22,14
2004-01-16 08:30:00,22,15,15,21,15,24,18,19,16,21,13
2004-01-16 09:30:00,25,18,16,24,17,27,20,24,18,27,15
2004-01-16 10:30:00,26,21,18,27,19,30,24,27,22,29,17
2004-01-16 11:30:00,28,22,21,32,22,32,27,32,27,32,19
2004-01-16 12:30:00,28,24,23,34,24,34,30,35,29,35,23
2004-01-16 13:30:00,30,28,26,35,26,36,31,35,30,36,24
2004-01-16 14:30:00,31,29,27,36,27,36,34,36,32,36,26
2004-01-16 15:30:00,32,31,27,37,28,37,34,38,33,37,28
2004-01-16 16:30:00,32,31,27,37,27,37,34,37,33,37,30
2004-01-16 17:30:00,30,31,27,36,26,37,32,35,31,37,27
2004-01-16 18:30:00,30,29,26,33,26,34,30,32,29,32,27
2004-01-16 19:30:00,30,27,25,29,25,31,28,25,27,29,24
2004-01-16 20:30:00,30,25,24,25,24,29,26,22,25,28,23
2004-01-16 21:30:00,30,23,24,24,24,28,26,20,25,25,21
2004-01-16 22:30:00,29,21,24,23,23,27,22,20,23,24,18
2004-01-16 23:30:00,29,19,23,22,22,24,23,19,21,22,19
2004-01-17 00:30:00,29,21,22,23,22,25,20,20,22,23,18
2004-01-17 01:30:00,28,19,22,24,22,24,21,22,21,21,16
2004-01-17 02:30:00,27,18,22,23,22,26,22,22,20,23,15
2004-01-17 03:30:00,27,16,22,21,22,24,21,23,20,23,14
2004-01-17 04:30:00,26,19,21,22,21,26,22,21,19,23,15
2004-01-17 05:30:00,26,18,20,21,20,25,20,18,20,22,14
2004-01-17 06:30:00,26,19,20,21,20,24,20,16,18,20,13
2004-01-17 07:30:00,26,19,19,19,20,23,19,16,17,20,15
2004-01-17 08:30:00,28,20,20,21,20,25,19,19,19,22,16
2004-01-17 09:30:00,30,23,20,28,22,31,26,27,25,29,18
2004-01-17 10:30:00,34,26,24,33,26,35,31,33,30,34,21
2004-01-17 11:30:00,34,28,28,36,29,37,34,38,33,37,24
2004-01-17 12:30:00,35,32,30,39,31,41,36,41,35,40,27
